repetition,role,scheme,cell_id,subject_fold,video_fold,held_out_participants,held_out_videos,task,policy,raw_test_rows,retained_test_rows,test_low,test_high,test_both_classes,train_rows,retained_train_rows,train_low,train_high,train_both_classes
2,sensitivity,3x3,R02_S1_V2,1,2,P001;P003;P005;P008;P016;P017;P021;P028,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_high,13,13,9,4,True,41,41,9,32,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,discard_midpoint,6,5,3,2,True,52,45,34,11,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,6,6,4,2,True,52,52,41,11,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,6,6,3,3,True,52,52,34,18,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,6,4,4,0,False,52,41,15,26,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,6,6,6,0,False,52,52,26,26,True
2,sensitivity,3x3,R02_S1_V3,1,3,P001;P003;P005;P008;P016;P017;P021;P028,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,6,6,4,2,True,52,52,15,37,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,15,15,11,4,True,31,25,18,7,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,15,15,11,4,True,31,31,24,7,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,15,15,11,4,True,31,31,18,13,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,15,12,3,9,True,31,24,16,8,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,15,15,6,9,True,31,31,23,8,True
2,sensitivity,3x3,R02_S2_V1,2,1,P004;P007;P010;P011;P014;P024;P025;P026,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,15,15,3,12,True,31,31,16,15,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,discard_midpoint,11,9,8,1,True,39,32,18,14,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_low,11,11,10,1,True,39,39,25,14,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_high,11,11,8,3,True,39,39,18,21,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,discard_midpoint,11,8,5,3,True,39,32,14,18,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_low,11,11,8,3,True,39,39,21,18,True
2,sensitivity,3x3,R02_S2_V2,2,2,P004;P007;P010;P011;P014;P024;P025;P026,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_high,11,11,5,6,True,39,39,14,25,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,discard_midpoint,4,3,2,1,True,50,39,28,11,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,4,4,3,1,True,50,50,39,11,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,4,4,2,2,True,50,50,28,22,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,4,2,0,2,False,50,42,20,22,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,4,4,2,2,True,50,50,28,22,True
2,sensitivity,3x3,R02_S2_V3,2,3,P004;P007;P010;P011;P014;P024;P025;P026,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,4,4,0,4,False,50,50,20,30,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,18,15,9,6,True,34,27,21,6,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,18,18,12,6,True,34,34,28,6,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,18,18,9,9,True,34,34,21,13,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,18,15,5,10,True,34,25,18,7,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,18,18,8,10,True,34,34,27,7,True
2,sensitivity,3x3,R02_S3_V1,3,1,P002;P006;P009;P013;P018;P022;P023;P027,28 days later;Misery;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,18,18,5,13,True,34,34,18,16,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,discard_midpoint,8,6,6,0,False,36,31,21,10,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_low,8,8,8,0,False,36,36,26,10,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,valence,midpoint_as_high,8,8,6,2,True,36,36,21,15,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,discard_midpoint,8,6,2,4,True,36,28,11,17,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_low,8,8,4,4,True,36,36,19,17,True
2,sensitivity,3x3,R02_S3_V2,3,2,P002;P006;P009;P013;P018;P022;P023;P027,Dangerous Minds;Life is beautiful;The Champ;The Exorcist;The Visitors,arousal,midpoint_as_high,8,8,2,6,True,36,36,11,25,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,discard_midpoint,4,4,1,3,True,50,42,32,10,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_low,4,4,1,3,True,50,50,40,10,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,valence,midpoint_as_high,4,4,1,3,True,50,50,32,18,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,discard_midpoint,4,3,1,2,True,50,41,21,20,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_low,4,4,2,2,True,50,50,30,20,True
2,sensitivity,3x3,R02_S3_V3,3,3,P002;P006;P009;P013;P018;P022;P023;P027,Fish called Wanda;Scream;The Shining 2;There is something about Mary;There is something about Mary 2,arousal,midpoint_as_high,4,4,1,3,True,50,50,21,29,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,19,15,9,6,True,39,32,25,7,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,19,19,13,6,True,39,39,32,7,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,19,19,9,10,True,39,39,25,14,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,19,15,6,9,True,39,27,10,17,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,19,19,10,9,True,39,39,22,17,True
3,sensitivity,3x3,R03_S1_V1,1,1,P002;P004;P008;P009;P013;P017;P021;P022,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,19,19,6,13,True,39,39,10,29,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,discard_midpoint,9,7,4,3,True,23,20,14,6,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_low,9,9,6,3,True,23,23,17,6,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_high,9,9,4,5,True,23,23,14,9,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,discard_midpoint,9,8,2,6,True,23,20,13,7,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_low,9,9,3,6,True,23,23,16,7,True
3,sensitivity,3x3,R03_S1_V2,1,2,P002;P004;P008;P009;P013;P017;P021;P022,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_high,9,9,2,7,True,23,23,13,10,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,discard_midpoint,5,5,4,1,True,52,44,33,11,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_low,5,5,4,1,True,52,52,41,11,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_high,5,5,4,1,True,52,52,33,19,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,discard_midpoint,5,4,3,1,True,52,41,21,20,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_low,5,5,4,1,True,52,52,32,20,True
3,sensitivity,3x3,R03_S1_V3,1,3,P002;P004;P008;P009;P013;P017;P021;P022,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_high,5,5,3,2,True,52,52,21,31,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,6,5,3,2,True,35,31,22,9,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,6,6,4,2,True,35,35,26,9,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,6,6,3,3,True,35,35,22,13,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,6,6,4,2,True,35,26,8,18,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,6,6,4,2,True,35,35,17,18,True
3,sensitivity,3x3,R03_S2_V1,2,1,P003;P005;P014;P016;P018;P023;P027;P028,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,6,6,4,2,True,35,35,8,27,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,discard_midpoint,17,12,10,2,True,40,34,23,11,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_low,17,17,15,2,True,40,40,29,11,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_high,17,17,10,7,True,40,40,23,17,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,discard_midpoint,17,12,7,5,True,40,32,18,14,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_low,17,17,12,5,True,40,40,26,14,True
3,sensitivity,3x3,R03_S2_V2,2,2,P003;P005;P014;P016;P018;P023;P027;P028,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_high,17,17,7,10,True,40,40,18,22,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,discard_midpoint,1,1,1,0,False,57,49,33,16,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_low,1,1,1,0,False,57,57,41,16,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_high,1,1,1,0,False,57,57,33,24,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,discard_midpoint,1,1,0,1,False,57,46,18,28,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_low,1,1,0,1,False,57,57,29,28,True
3,sensitivity,3x3,R03_S2_V3,2,3,P003;P005;P014;P016;P018;P023;P027;P028,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_high,1,1,0,1,False,57,57,18,39,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,discard_midpoint,12,11,8,3,True,32,25,19,6,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_low,12,12,9,3,True,32,32,26,6,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,valence,midpoint_as_high,12,12,8,4,True,32,32,19,13,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,discard_midpoint,12,11,8,3,True,32,25,12,13,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_low,12,12,9,3,True,32,32,19,13,True
3,sensitivity,3x3,R03_S3_V1,3,1,P001;P006;P007;P010;P011;P024;P025;P026,Dangerous Minds;Life is beautiful;Mr. Bean;My girl;The Shining;When Harry met Sally,arousal,midpoint_as_high,12,12,8,4,True,32,32,12,20,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,discard_midpoint,17,16,12,4,True,31,26,17,9,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_low,17,17,13,4,True,31,31,22,9,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,valence,midpoint_as_high,17,17,12,5,True,31,31,17,14,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,discard_midpoint,17,12,2,10,True,31,26,13,13,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_low,17,17,7,10,True,31,31,18,13,True
3,sensitivity,3x3,R03_S3_V2,3,2,P001;P006;P007;P010;P011;P024;P025;P026,28 days later;Misery;The Champ;The Visitors;There is something about Mary,arousal,midpoint_as_high,17,17,2,15,True,31,31,13,18,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,discard_midpoint,4,3,2,1,True,51,39,26,13,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_low,4,4,3,1,True,51,51,38,13,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,valence,midpoint_as_high,4,4,2,2,True,51,51,26,25,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,discard_midpoint,4,2,1,1,True,51,41,19,22,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_low,4,4,3,1,True,51,51,29,22,True
3,sensitivity,3x3,R03_S3_V3,3,3,P001;P006;P007;P010;P011;P024;P025;P026,Fish called Wanda;Scream;The Exorcist;The Shining 2;There is something about Mary 2,arousal,midpoint_as_high,4,4,1,3,True,51,51,19,32,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,discard_midpoint,6,5,5,0,False,46,37,24,13,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_low,6,6,6,0,False,46,46,33,13,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_high,6,6,5,1,True,46,46,24,22,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,discard_midpoint,6,6,4,2,True,46,35,17,18,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_low,6,6,4,2,True,46,46,28,18,True
4,sensitivity,3x3,R04_S1_V1,1,1,P010;P011;P016;P018;P021;P024;P026;P027,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_high,6,6,4,2,True,46,46,17,29,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,discard_midpoint,16,14,11,3,True,36,29,19,10,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_low,16,16,13,3,True,36,36,26,10,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_high,16,16,11,5,True,36,36,19,17,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,discard_midpoint,16,11,2,9,True,36,28,15,13,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_low,16,16,7,9,True,36,36,23,13,True
4,sensitivity,3x3,R04_S1_V2,1,2,P010;P011;P016;P018;P021;P024;P026;P027,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_high,16,16,2,14,True,36,36,15,21,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,discard_midpoint,5,5,4,1,True,44,36,23,13,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_low,5,5,4,1,True,44,44,31,13,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_high,5,5,4,1,True,44,44,23,21,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,discard_midpoint,5,5,2,3,True,44,35,18,17,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_low,5,5,2,3,True,44,44,27,17,True
4,sensitivity,3x3,R04_S1_V3,1,3,P010;P011;P016;P018;P021;P024;P026;P027,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_high,5,5,2,3,True,44,44,18,26,True
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,discard_midpoint,9,8,5,3,True,43,34,24,10,True
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_low,9,9,6,3,True,43,43,33,10,True
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_high,9,9,5,4,True,43,43,24,19,True
