repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,class_value,class_name,video_name,trial_count,subject_count,session_count
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,Dangerous Minds,4,4,4
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,Life is beautiful,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,Misery,7,7,7
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,The Shining,3,3,3
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,The Visitors,3,3,3
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,1,high,Mr. Bean,5,5,5
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,valence,1,high,When Harry met Sally,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,Dangerous Minds,4,4,4
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,Life is beautiful,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,Misery,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,The Shining,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,The Visitors,4,4,4
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,28 days later,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,Dangerous Minds,1,1,1
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,Misery,5,5,5
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,The Shining,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,outer_source,R01_S2_V1_outer_source,1;3,2;3,,,16,10,16,10,38,arousal,1,high,When Harry met Sally,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,Misery,4,4,4
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,The Shining,3,3,3
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,0,low,The Visitors,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,1,high,Mr. Bean,3,3,3
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,valence,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,Misery,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,0,low,The Visitors,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,1,high,Misery,3,3,3
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,1,high,Mr. Bean,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,1,high,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S1,1,2;3,3,,8,10,8,10,20,arousal,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,Misery,3,3,3
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,1,high,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,valence,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,0,low,The Visitors,3,3,3
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,Dangerous Minds,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,Misery,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,Mr. Bean,1,1,1
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_subject_only,R01_S2_V1_inner_subject_train_S3,3,2;3,1,,8,10,8,7,18,arousal,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,0,low,Life is beautiful,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,0,low,Misery,7,7,7
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,0,low,The Visitors,3,3,3
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,1,high,Mr. Bean,5,5,5
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,0,low,Life is beautiful,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,0,low,Misery,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,0,low,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,0,low,The Visitors,4,4,4
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,1,high,Misery,5,5,5
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,1,high,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,0,low,Dangerous Minds,4,4,4
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,0,low,The Shining,3,3,3
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,1,high,When Harry met Sally,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,0,low,Dangerous Minds,4,4,4
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,0,low,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,1,high,28 days later,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,1,high,Dangerous Minds,1,1,1
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,1,high,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,1,high,When Harry met Sally,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,0,low,Misery,4,4,4
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,0,low,The Visitors,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,1,high,Mr. Bean,3,3,3
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,0,low,Misery,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,0,low,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,0,low,The Shining 2,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,0,low,The Visitors,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,1,high,Misery,3,3,3
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,1,high,Mr. Bean,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,0,low,The Shining,3,3,3
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,0,low,Fish called Wanda,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,0,low,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,1,high,The Shining,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,0,low,Misery,3,3,3
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,0,low,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,1,high,Mr. Bean,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,0,low,Life is beautiful,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,0,low,The Visitors,3,3,3
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,1,high,Misery,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,1,high,Mr. Bean,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,1,high,The Visitors,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,1,high,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,0,low,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,0,low,Dangerous Minds,2,2,2
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,0,low,When Harry met Sally,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,1,high,28 days later,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,1,high,Dangerous Minds,1,1,1
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,1,high,When Harry met Sally,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,28 days later,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,Dangerous Minds,4,4,4
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,Fish called Wanda,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,My girl,6,6,6
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,Scream,3,3,3
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,The Champ,8,8,8
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,The Exorcist,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,The Shining,3,3,3
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,0,low,When Harry met Sally,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,1,high,28 days later,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,1,high,Scream,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,1,high,There is something about Mary,3,3,3
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,1,high,There is something about Mary 2,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,1,high,When Harry met Sally,2,2,2
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,28 days later,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,Dangerous Minds,4,4,4
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,Fish called Wanda,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,My girl,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,Scream,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,The Champ,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,The Exorcist,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,The Shining,2,2,2
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,There is something about Mary,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,0,low,When Harry met Sally,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,1,high,28 days later,2,2,2
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,1,high,Dangerous Minds,1,1,1
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,1,high,My girl,3,3,3
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,1,high,Scream,2,2,2
