dataset,participant_id,session_id,chronological_position,video_order,presentation_id,video_name,video_id,content_id,source,canonical_quadrant,emotion_name,stimulus_duration_sec,timeline_start_sec,timeline_end_sec,timeline_duration_sec,timeline_end_is_fallback,segment_file,segment_available,segment_valid,segment_type,is_baseline,is_emotional_stimulus,valence_rating,arousal_rating,dominance_rating,valence_rating_count,arousal_rating_count,rating_policy_status,eeg_available,emg_available,ecg_available,gsr_available,raw_xdf_file,preprocessed_hdf5_file,participant_session_key,source_database_rows,identity_conflict_flag,notes,raw_emg_unit_id,raw_emg_unit_type,raw_emg_boundary_covered,raw_emg_observed_samples,raw_emg_expected_samples,raw_emg_sample_coverage_ratio,raw_emg_max_gap_sec,raw_emg_gap_ok,emg_ch1_finite_fraction,emg_ch2_finite_fraction,emg_ch1_exact_flatline,emg_ch2_exact_flatline,emg_ch1_low_variability_warning,emg_ch2_low_variability_warning,emg_ch1_std,emg_ch2_std,emg_ch1_robust_range,emg_ch2_robust_range,raw_emg_two_channel_eligible,raw_emg_one_channel_eligible,raw_emg_eligibility_reason
DEJA-VU,P008,S001,1,2,P008_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,9.0,5.0,1.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p1,presentation,True,94205,94208,0.9999681555706522,0.001953187515027821,True,1.0,1.0,False,False,False,False,0.19848339711324994,0.18143163026622686,0.7366247177124023,0.6723384857177734,True,True,PASS
DEJA-VU,P008,S001,2,6,P008_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,1.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p2,presentation,True,101885,101888,0.9999705559045227,0.001953187515027821,True,1.0,1.0,False,False,False,False,0.31090413646285847,0.15135871325012662,1.026458740234375,0.5513744354248047,True,True,PASS
DEJA-VU,P008,S001,3,10,P008_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,681.0,846.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p3,presentation,True,84477,84480,0.9999644886363637,0.001953187515027821,True,1.0,1.0,False,False,False,False,0.08291940527014915,0.11920762168371324,0.4129253578186036,0.5149233245849612,True,True,PASS
DEJA-VU,P008,S001,4,14,P008_S001_p4,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,979.0,1151.0,172.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,7.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p4,presentation,True,88061,88064,0.9999659338662791,0.001953187515027821,True,1.0,1.0,False,False,False,False,0.206932645872551,0.14553440698162112,0.8843506813049311,0.6392286300659187,True,True,PASS
DEJA-VU,P009,S001,1,2,P009_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,2.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p1,presentation,True,94205,94208,0.9999681555706522,0.0019531816942617297,True,1.0,1.0,False,False,False,False,0.05324932477438451,0.039472138275518806,0.22706294059753418,0.15775390625000085,True,True,PASS
DEJA-VU,P009,S001,2,6,P009_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,4.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p2,presentation,True,101885,101888,0.9999705559045227,0.0019531816942617297,True,1.0,1.0,False,False,False,False,0.02325384986466705,0.0757217110303211,0.10544180870056152,0.27269935607910156,True,True,PASS
DEJA-VU,P009,S001,3,10,P009_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,681.0,853.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,5.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p3,presentation,True,88061,88064,0.9999659338662791,0.0019531816942617297,True,1.0,1.0,False,False,False,False,0.045461084495659394,0.12140314528973596,0.1563453435897828,0.580655670166017,True,True,PASS
DEJA-VU,P009,S001,4,14,P009_S001_p4,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,986.0,1160.0,174.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,9.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p4,presentation,True,89085,89088,0.9999663254310345,0.0019531816942617297,True,1.0,1.0,False,False,False,False,0.040898144475977394,0.04493601684302927,0.17066768646240238,0.18555099487304716,True,True,PASS
DEJA-VU,P009,S002,1,2,P009_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,4.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p1,presentation,True,94079,94208,0.9986306895380435,0.0019558060112103703,True,1.0,1.0,False,False,False,False,0.06812008676369477,0.24567246162797432,0.2669378900527959,0.8148343276977528,True,True,PASS
DEJA-VU,P009,S002,2,6,P009_S002_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S002_quadrant_B_pos2.h5,True,True,quadrant,False,True,4.0,6.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p2,presentation,True,112485,112640,0.9986239346590909,0.0019558060112103703,True,1.0,1.0,False,False,False,False,0.09952351302598347,0.18239127199901187,0.43386343955993656,0.6057093811035159,True,True,PASS
DEJA-VU,P009,S002,3,10,P009_S002_p3,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,702.0,845.0,143.0,False,S002_quadrant_C_pos3.h5,True,True,quadrant,False,True,2.0,4.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p3,presentation,True,73115,73216,0.9986205201048951,0.0019558060112103703,True,1.0,1.0,False,False,False,False,0.08266331157068145,0.08802909343672374,0.3613295555114746,0.34233127593994084,True,True,PASS
DEJA-VU,P009,S002,4,14,P009_S002_p4,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,978.0,1137.0,159.0,False,S002_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p4,presentation,True,81296,81408,0.998624213836478,0.0019558060112103703,True,1.0,1.0,False,False,False,False,0.18772325460437392,0.05459400767471643,0.6581339836120605,0.26079654693603516,True,True,PASS
DEJA-VU,P010,S001,1,2,P010_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,2.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p1,presentation,True,94066,94208,0.9984926970108695,0.0019560863729566336,True,1.0,1.0,False,False,False,False,0.03895619243487363,0.1110966567750959,0.17444642782211295,0.5177948474884035,True,True,PASS
DEJA-VU,P010,S001,2,6,P010_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,8.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p2,presentation,True,88953,89088,0.9984846443965517,0.0019560863729566336,True,1.0,1.0,False,False,False,False,0.07355090966435042,0.08029644866276021,0.2900357151031492,0.41294152259826655,True,True,PASS
DEJA-VU,P010,S001,3,10,P010_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,656.0,821.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p3,presentation,True,84352,84480,0.9984848484848485,0.0019560863729566336,True,1.0,1.0,False,False,False,False,0.06921404511386244,0.10028619430927403,0.254191987514496,0.4761215037107469,True,True,PASS
DEJA-VU,P010,S001,4,14,P010_S001_p4,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,954.0,1135.0,181.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p4,presentation,True,92531,92672,0.9984785048342542,0.0019560863729566336,True,1.0,1.0,False,False,False,False,0.08656263690672167,0.11555101926959002,0.29400134086608887,0.5449221611022949,True,True,PASS
DEJA-VU,P011,S001,1,2,P011_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,2.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p1,presentation,True,94053,94208,0.9983547044836957,0.0019563435344025493,True,1.0,1.0,False,False,False,False,0.1479100868819129,0.07152877520223216,0.5315232086181645,0.4344837570190432,True,True,PASS
DEJA-VU,P011,S001,2,6,P011_S001_p2,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,349.0,521.0,172.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,4.0,4.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p2,presentation,True,87919,88064,0.9983534702034884,0.0019563435344025493,True,1.0,1.0,False,False,False,False,0.12708127622652077,0.10764932967478306,0.46400863647460966,0.545078105926514,True,True,PASS
DEJA-VU,P011,S001,3,10,P011_S001_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,654.0,874.0,220.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,7.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p3,presentation,True,112454,112640,0.998348721590909,0.0019563435344025493,True,1.0,1.0,False,False,False,False,0.1991218111289835,0.08500033524352424,0.674396276473999,0.3816491985321049,True,True,PASS
DEJA-VU,P011,S001,4,14,P011_S001_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,1007.0,1206.0,199.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,8.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p4,presentation,True,101721,101888,0.9983609453517588,0.0019563435344025493,True,1.0,1.0,False,False,False,False,0.06471688877200901,0.1883936669045332,0.33062973022460973,0.7386889457702637,True,True,PASS
DEJA-VU,P011,S002,1,2,P011_S002_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S002_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,7.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p1,presentation,True,94205,94208,0.9999681555706522,0.001953180064447224,True,1.0,1.0,False,False,False,False,0.13805981628038408,0.09928976640873287,0.5245165824890137,0.5310511016845707,True,True,PASS
DEJA-VU,P011,S002,2,6,P011_S002_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,6.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p2,presentation,True,66558,66560,0.9999699519230769,0.001953180064447224,True,1.0,1.0,False,False,False,False,0.0577050406711604,0.14836479355152005,0.23370862007141113,0.5230602884292601,True,True,PASS
DEJA-VU,P011,S002,3,10,P011_S002_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,612.0,793.0,181.0,False,S002_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p3,presentation,True,92669,92672,0.999967627762431,0.001953180064447224,True,1.0,1.0,False,False,False,False,0.1338962293166964,0.09077607373909517,0.37325334548950195,0.41549173355102553,True,True,PASS
DEJA-VU,P011,S002,4,14,P011_S002_p4,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,926.0,1142.0,216.0,False,S002_quadrant_B_pos4.h5,True,True,quadrant,False,True,1.0,6.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p4,presentation,True,110589,110592,0.9999728732638888,0.001953180064447224,True,1.0,1.0,False,False,False,False,0.1133881939458302,0.154664370302736,0.3841252899169918,0.543421115875244,True,True,PASS
DEJA-VU,P012,S001,1,2,P012_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,clean_P012_S001.h5,P012_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P012_S001_p1,presentation,True,94205,94208,0.9999681555706522,0.001953181461431086,True,1.0,1.0,False,False,False,False,25.22458845538185,0.08009049646329083,215.97656993865968,0.36481475830078125,True,True,PASS
DEJA-VU,P012,S001,2,6,P012_S001_p2,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,349.0,530.0,181.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,5.0,5.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,clean_P012_S001.h5,P012_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P012_S001_p2,presentation,True,92669,92672,0.999967627762431,0.001953181461431086,True,1.0,1.0,True,False,False,False,0.0,0.10658881330931265,0.0,0.47605865478515597,False,True,CH1_FLATLINE
DEJA-VU,P012,S001,3,10,P012_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,663.0,835.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,5.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,clean_P012_S001.h5,P012_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P012_S001_p3,presentation,True,88062,88064,0.999977289244186,0.001953181461431086,True,1.0,1.0,True,False,False,False,0.0,0.21889920611504415,0.0,0.7719378471374512,False,True,CH1_FLATLINE
DEJA-VU,P012,S001,4,14,P012_S001_p4,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,968.0,1142.0,174.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,6.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P012_ses-S001_task-Default_run-001_eeg.xdf,clean_P012_S001.h5,P012_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P012_S001_p4,presentation,True,89085,89088,0.9999663254310345,0.001953181461431086,True,1.0,1.0,True,False,False,False,0.0,0.09200908194092311,0.0,0.45625320434570327,False,True,CH1_FLATLINE
DEJA-VU,P013,S001,1,2,P013_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,8.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p1,presentation,True,94080,94208,0.998641304347826,0.0019557817140594125,True,1.0,1.0,False,False,False,False,0.27803609903725546,0.3413545154895294,1.450852870941162,1.1937876129150382,True,True,PASS
DEJA-VU,P013,S001,2,6,P013_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,9.0,8.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p2,presentation,True,87945,88064,0.9986487100290697,0.0019557817140594125,True,1.0,1.0,False,False,False,False,0.3208442800023686,0.22972125984822409,1.5781565856933604,0.7845805358886722,True,True,PASS
DEJA-VU,P013,S001,3,10,P013_S001_p3,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,654.0,826.0,172.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,5.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p3,presentation,True,87945,88064,0.9986487100290697,0.0019557817140594125,True,1.0,1.0,False,False,False,False,0.28388390509178946,6.39412754285211,1.120147705078125,25.594368209838866,True,True,PASS
DEJA-VU,P013,S001,4,14,P013_S001_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,959.0,1158.0,199.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,5.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p4,presentation,True,101750,101888,0.9986455716080402,0.0019557817140594125,True,1.0,1.0,False,False,False,False,0.2509288518789664,0.398751096757592,1.036966323852539,1.37775062561035,True,True,PASS
DEJA-VU,P014,S001,1,2,P014_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,8.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p1,presentation,True,94061,94208,0.9984396229619565,0.00195617089048028,True,1.0,1.0,False,False,False,False,0.08260603059173167,0.09974183943460431,0.34128923416137713,0.545696210861206,True,True,PASS
DEJA-VU,P014,S001,2,6,P014_S001_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p2,presentation,True,112465,112640,0.9984463778409091,0.00195617089048028,True,1.0,1.0,False,False,False,False,0.11517216681808286,0.11173185625840999,0.4026002883911133,0.6258800888061522,True,True,PASS
DEJA-VU,P014,S001,3,10,P014_S001_p3,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,702.0,876.0,174.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,5.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p3,presentation,True,88950,89088,0.9984509698275862,0.00195617089048028,True,1.0,1.0,False,False,False,False,0.11067661587245649,0.1667968545257673,0.38979339599609375,0.9177019786834704,True,True,PASS
DEJA-VU,P014,S001,4,14,P014_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,1009.0,1152.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,3.0,3.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p4,presentation,True,73102,73216,0.9984429632867133,0.00195617089048028,True,1.0,1.0,False,False,False,False,0.061087206071816,0.08763687781428112,0.26276350021362305,0.5052349472045905,True,True,PASS
DEJA-VU,P015,S001,1,2,P015_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,8.0,1.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,clean_P015_S001.h5,P015_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P015_S001_p1,presentation,True,93623,94208,0.993790336277174,0.001965328978258185,True,1.0,1.0,True,True,False,False,6.828259807502681,0.0,0.0,0.0,False,False,CH1_FLATLINE;CH2_FLATLINE
DEJA-VU,P015,S001,2,6,P015_S001_p2,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,349.0,492.0,143.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,3.0,5.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,clean_P015_S001.h5,P015_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P015_S001_p2,presentation,True,72761,73216,0.9937855113636364,0.001965328978258185,True,1.0,1.0,True,True,False,False,0.0,0.0,0.0,0.0,False,False,CH1_FLATLINE;CH2_FLATLINE
DEJA-VU,P015,S001,3,10,P015_S001_p3,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,625.0,784.0,159.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,9.0,3.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,clean_P015_S001.h5,P015_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P015_S001_p3,presentation,True,80903,81408,0.9937966784591195,0.001965328978258185,True,1.0,1.0,True,True,False,False,0.0,0.0,0.0,0.0,False,False,CH1_FLATLINE;CH2_FLATLINE
DEJA-VU,P015,S001,4,14,P015_S001_p4,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,917.0,1089.0,172.0,False,S001_quadrant_B_pos4.h5,True,True,quadrant,False,True,7.0,8.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P015_ses-S001_task-Default_run-001_eeg.xdf,clean_P015_S001.h5,P015_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P015_S001_p4,presentation,True,87517,88064,0.9937886082848837,0.001965328978258185,True,1.0,1.0,False,True,False,False,19.850071456176362,0.0,137.45590637207033,0.0,False,True,CH2_FLATLINE
DEJA-VU,P016,S001,1,2,P016_S001_p1,Clouds,clouds,self-made_clouds,self-made,D,Calm,184.0,32.0,216.0,184.0,False,S001_neutral_baseline.h5,True,True,neutral_baseline,True,False,7.0,3.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,clean_P016_S001.h5,P016_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P016_S001_p1,presentation,True,94082,94208,0.9986625339673914,0.001955756793904584,True,1.0,1.0,False,False,False,False,0.05952991481932355,0.08546836800046859,0.34767908096313427,0.4579596008732919,True,True,PASS
DEJA-VU,P016,S001,2,6,P016_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,4.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,clean_P016_S001.h5,P016_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P016_S001_p2,presentation,True,87945,88064,0.9986487100290697,0.001955756793904584,True,1.0,1.0,False,False,False,False,0.03207057232541529,0.0867948481793993,0.15135955810546875,0.3416536113619804,True,True,PASS
