dataset,cohort,participant_id,session_id,chronological_position,video_order,presentation_id,video_name,video_id,content_id,source,canonical_quadrant,emotion_name,stimulus_duration_sec,timeline_start_sec,timeline_end_sec,timeline_duration_sec,timeline_end_is_fallback,segment_file,segment_available,segment_valid,segment_type,is_baseline,is_emotional_stimulus,valence_rating,arousal_rating,dominance_rating,valence_rating_count,arousal_rating_count,rating_policy_status,eeg_available,emg_available,ecg_available,gsr_available,raw_xdf_file,preprocessed_hdf5_file,participant_session_key,source_database_rows,identity_conflict_flag,notes,raw_emg_unit_id,raw_emg_unit_type,raw_emg_boundary_covered,raw_emg_observed_samples,raw_emg_expected_samples,raw_emg_sample_coverage_ratio,raw_emg_max_gap_sec,raw_emg_gap_ok,emg_ch1_finite_fraction,emg_ch2_finite_fraction,emg_ch1_exact_flatline,emg_ch2_exact_flatline,emg_ch1_low_variability_warning,emg_ch2_low_variability_warning,emg_ch1_std,emg_ch2_std,emg_ch1_robust_range,emg_ch2_robust_range,raw_emg_two_channel_eligible,raw_emg_one_channel_eligible,raw_emg_eligibility_reason,strict_signal_qc_applied,strict_two_channel_emg_eligible,strict_one_channel_emg_eligible,strict_signal_qc_status,before_valence,before_arousal,before_dominance,after_valence,after_arousal,after_dominance,after_valence_discard_midpoint_label,after_valence_midpoint_as_low_label,after_valence_midpoint_as_high_label,after_arousal_discard_midpoint_label,after_arousal_midpoint_as_low_label,after_arousal_midpoint_as_high_label,primary_valence_label,primary_arousal_label,primary_valence_label_available,primary_arousal_label_available,primary_label_policy
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P007,S002,3,10,P007_S002_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,641.0,861.0,220.0,False,S002_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p3,presentation,True,112490,112640,0.9986683238636364,0.0019557302075554,True,1.0,1.0,False,False,False,False,0.0687942730177787,0.6420821902205599,0.3111085891723633,2.024275169372558,True,True,PASS,False,True,True,NOT_IMPLICATED,6,2,5,2,7,2,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P007,S002,4,14,P007_S002_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,994.0,1137.0,143.0,False,S002_quadrant_C_pos4.h5,True,True,quadrant,False,True,2.0,4.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P007_ses-S002_task-Default_run-001_eeg.xdf,clean_P007_S002.h5,P007_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P007_S002_p4,presentation,True,73118,73216,0.9986614947552448,0.0019557302075554,True,1.0,1.0,False,False,False,False,0.1077823282609442,0.2722035367817629,0.3623831272125244,0.9941405439376833,True,True,PASS,False,True,True,NOT_IMPLICATED,4,3,4,2,4,3,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P008,S001,2,6,P008_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,1.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p2,presentation,True,101885,101888,0.9999705559045228,0.0019531875150278,True,1.0,1.0,False,False,False,False,0.3109041364628584,0.1513587132501266,1.026458740234375,0.5513744354248047,True,True,PASS,False,True,True,NOT_IMPLICATED,5,3,1,1,7,3,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P008,S001,3,10,P008_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,681.0,846.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p3,presentation,True,84477,84480,0.9999644886363636,0.0019531875150278,True,1.0,1.0,False,False,False,False,0.0829194052701491,0.1192076216837132,0.4129253578186036,0.5149233245849612,True,True,PASS,False,True,True,NOT_IMPLICATED,7,1,1,1,6,7,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P008,S001,4,14,P008_S001_p4,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,979.0,1151.0,172.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,7.0,7.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P008_ses-S001_task-Default_run-001_eeg.xdf,clean_P008_S001.h5,P008_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P008_S001_p4,presentation,True,88061,88064,0.9999659338662792,0.0019531875150278,True,1.0,1.0,False,False,False,False,0.206932645872551,0.1455344069816211,0.8843506813049311,0.6392286300659187,True,True,PASS,False,True,True,NOT_IMPLICATED,3,1,1,7,7,3,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S001,2,6,P009_S001_p2,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,349.0,548.0,199.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,4.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p2,presentation,True,101885,101888,0.9999705559045228,0.0019531816942617,True,1.0,1.0,False,False,False,False,0.023253849864667,0.0757217110303211,0.1054418087005615,0.2726993560791015,True,True,PASS,False,True,True,NOT_IMPLICATED,8,6,6,4,6,5,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S001,3,10,P009_S001_p3,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,681.0,853.0,172.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,5.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p3,presentation,True,88061,88064,0.9999659338662792,0.0019531816942617,True,1.0,1.0,False,False,False,False,0.0454610844956593,0.1214031452897359,0.1563453435897828,0.580655670166017,True,True,PASS,False,True,True,NOT_IMPLICATED,7,4,6,5,7,5,,0,1,1.0,1,1,,1,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S001,4,14,P009_S001_p4,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,986.0,1160.0,174.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,9.0,5.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S001_task-Default_run-001_eeg.xdf,clean_P009_S001.h5,P009_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S001_p4,presentation,True,89085,89088,0.9999663254310344,0.0019531816942617,True,1.0,1.0,False,False,False,False,0.0408981444759773,0.0449360168430292,0.1706676864624023,0.1855509948730471,True,True,PASS,False,True,True,NOT_IMPLICATED,7,5,6,9,5,7,1.0,1,1,,0,1,1,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S002,2,6,P009_S002_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S002_quadrant_B_pos2.h5,True,True,quadrant,False,True,4.0,6.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p2,presentation,True,112485,112640,0.9986239346590908,0.0019558060112103,True,1.0,1.0,False,False,False,False,0.0995235130259834,0.1823912719990118,0.4338634395599365,0.6057093811035159,True,True,PASS,False,True,True,NOT_IMPLICATED,7,5,5,4,6,6,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S002,3,10,P009_S002_p3,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,702.0,845.0,143.0,False,S002_quadrant_C_pos3.h5,True,True,quadrant,False,True,2.0,4.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p3,presentation,True,73115,73216,0.9986205201048952,0.0019558060112103,True,1.0,1.0,False,False,False,False,0.0826633115706814,0.0880290934367237,0.3613295555114746,0.3423312759399408,True,True,PASS,False,True,True,NOT_IMPLICATED,6,5,6,2,4,4,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P009,S002,4,14,P009_S002_p4,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,978.0,1137.0,159.0,False,S002_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,6.0,7.0,2,2,"before=1,after=1",True,True,True,True,sub-P009_ses-S002_task-Default_run-001_eeg.xdf,clean_P009_S002.h5,P009_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P009_S002_p4,presentation,True,81296,81408,0.998624213836478,0.0019558060112103,True,1.0,1.0,False,False,False,False,0.1877232546043739,0.0545940076747164,0.6581339836120605,0.2607965469360351,True,True,PASS,False,True,True,NOT_IMPLICATED,6,5,7,8,6,7,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P010,S001,2,6,P010_S001_p2,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,349.0,523.0,174.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,8.0,7.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p2,presentation,True,88953,89088,0.9984846443965516,0.0019560863729566,True,1.0,1.0,False,False,False,False,0.0735509096643504,0.0802964486627602,0.2900357151031492,0.4129415225982665,True,True,PASS,False,True,True,NOT_IMPLICATED,2,2,4,8,7,5,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P010,S001,3,10,P010_S001_p3,The Shining,the_shining,emostim_the_shining,EmoStim,B,Fear,165.0,656.0,821.0,165.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,2.0,7.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p3,presentation,True,84352,84480,0.9984848484848484,0.0019560863729566,True,1.0,1.0,False,False,False,False,0.0692140451138624,0.100286194309274,0.254191987514496,0.4761215037107469,True,True,PASS,False,True,True,NOT_IMPLICATED,3,3,3,2,7,2,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P010,S001,4,14,P010_S001_p4,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,954.0,1135.0,181.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P010_ses-S001_task-Default_run-001_eeg.xdf,clean_P010_S001.h5,P010_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P010_S001_p4,presentation,True,92531,92672,0.9984785048342542,0.0019560863729566,True,1.0,1.0,False,False,False,False,0.0865626369067216,0.11555101926959,0.2940013408660888,0.5449221611022949,True,True,PASS,False,True,True,NOT_IMPLICATED,5,2,2,1,5,2,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S001,2,6,P011_S001_p2,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,349.0,521.0,172.0,False,S001_quadrant_A_pos2.h5,True,True,quadrant,False,True,4.0,4.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p2,presentation,True,87919,88064,0.9983534702034884,0.0019563435344025,True,1.0,1.0,False,False,False,False,0.1270812762265207,0.107649329674783,0.4640086364746096,0.545078105926514,True,True,PASS,False,True,True,NOT_IMPLICATED,8,3,7,4,4,8,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S001,3,10,P011_S001_p3,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,654.0,874.0,220.0,False,S001_quadrant_B_pos3.h5,True,True,quadrant,False,True,1.0,7.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p3,presentation,True,112454,112640,0.998348721590909,0.0019563435344025,True,1.0,1.0,False,False,False,False,0.1991218111289835,0.0850003352435242,0.674396276473999,0.3816491985321049,True,True,PASS,False,True,True,NOT_IMPLICATED,8,2,9,1,7,6,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S001,4,14,P011_S001_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,1007.0,1206.0,199.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,1.0,8.0,6.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S001_task-Default_run-001_eeg.xdf,clean_P011_S001.h5,P011_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S001_p4,presentation,True,101721,101888,0.9983609453517588,0.0019563435344025,True,1.0,1.0,False,False,False,False,0.064716888772009,0.1883936669045332,0.3306297302246097,0.7386889457702637,True,True,PASS,False,True,True,NOT_IMPLICATED,8,1,8,1,8,6,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S002,2,6,P011_S002_p2,The Visitors,the_visitors,filmstim_the_visitors,FilmStim,A,Fun,130.0,349.0,479.0,130.0,False,S002_quadrant_A_pos2.h5,True,True,quadrant,False,True,6.0,6.0,8.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p2,presentation,True,66558,66560,0.9999699519230768,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.0577050406711604,0.14836479355152,0.2337086200714111,0.5230602884292601,True,True,PASS,False,True,True,NOT_IMPLICATED,9,8,9,6,6,8,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S002,3,10,P011_S002_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,612.0,793.0,181.0,False,S002_quadrant_C_pos3.h5,True,True,quadrant,False,True,1.0,5.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p3,presentation,True,92669,92672,0.999967627762431,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.1338962293166964,0.0907760737390951,0.3732533454895019,0.4154917335510255,True,True,PASS,False,True,True,NOT_IMPLICATED,8,7,9,1,5,2,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P011,S002,4,14,P011_S002_p4,Scream,scream,filmstim_scream,FilmStim,B,Fear,216.0,926.0,1142.0,216.0,False,S002_quadrant_B_pos4.h5,True,True,quadrant,False,True,1.0,6.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P011_ses-S002_task-Default_run-001_eeg.xdf,clean_P011_S002.h5,P011_S002,journey:1;videos:1;video_mappings:1;ratings:2,False,,P011_S002_p4,presentation,True,110589,110592,0.9999728732638888,0.0019531800644472,True,1.0,1.0,False,False,False,False,0.1133881939458302,0.154664370302736,0.3841252899169918,0.543421115875244,True,True,PASS,False,True,True,NOT_IMPLICATED,6,3,7,1,6,4,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P013,S001,2,6,P013_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,9.0,8.0,9.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p2,presentation,True,87945,88064,0.9986487100290696,0.0019557817140594,True,1.0,1.0,False,False,False,False,0.3208442800023686,0.229721259848224,1.5781565856933604,0.7845805358886722,True,True,PASS,False,True,True,NOT_IMPLICATED,6,7,7,9,8,9,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P013,S001,3,10,P013_S001_p3,When Harry met Sally,when_harry_met_sally,filmstim_when_harry_met_sally,FilmStim,A,Fun,172.0,654.0,826.0,172.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,5.0,6.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p3,presentation,True,87945,88064,0.9986487100290696,0.0019557817140594,True,1.0,1.0,False,False,False,False,0.2838839050917894,6.39412754285211,1.120147705078125,25.594368209838866,True,True,PASS,False,True,True,NOT_IMPLICATED,5,8,5,5,6,5,,0,1,1.0,1,1,,1,False,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P013,S001,4,14,P013_S001_p4,My girl,my_girl,emostim_my_girl,EmoStim,C,Sadness,199.0,959.0,1158.0,199.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,5.0,5.0,5.0,2,2,"before=1,after=1",True,True,True,True,sub-P013_ses-S001_task-Default_run-001_eeg.xdf,clean_P013_S001.h5,P013_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P013_S001_p4,presentation,True,101750,101888,0.9986455716080402,0.0019557817140594,True,1.0,1.0,False,False,False,False,0.2509288518789664,0.398751096757592,1.036966323852539,1.37775062561035,True,True,PASS,False,True,True,NOT_IMPLICATED,1,9,9,5,5,5,,0,1,,0,1,,,False,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P014,S001,2,6,P014_S001_p2,Misery,misery,filmstim_misery,FilmStim,B,Fear,220.0,349.0,569.0,220.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p2,presentation,True,112465,112640,0.9984463778409092,0.0019561708904802,True,1.0,1.0,False,False,False,False,0.1151721668180828,0.1117318562584099,0.4026002883911133,0.6258800888061522,True,True,PASS,False,True,True,NOT_IMPLICATED,8,8,8,3,5,3,0.0,0,0,,0,1,0,,True,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P014,S001,3,10,P014_S001_p3,There is something about Mary,there_is_something_about_mary,filmstim_there_is_something_about_mary,FilmStim,A,Fun,174.0,702.0,876.0,174.0,False,S001_quadrant_A_pos3.h5,True,True,quadrant,False,True,5.0,5.0,3.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p3,presentation,True,88950,89088,0.9984509698275862,0.0019561708904802,True,1.0,1.0,False,False,False,False,0.1106766158724564,0.1667968545257673,0.3897933959960937,0.9177019786834704,True,True,PASS,False,True,True,NOT_IMPLICATED,8,8,8,5,5,3,,0,1,,0,1,,,False,False,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P014,S001,4,14,P014_S001_p4,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,1009.0,1152.0,143.0,False,S001_quadrant_C_pos4.h5,True,True,quadrant,False,True,3.0,3.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P014_ses-S001_task-Default_run-001_eeg.xdf,clean_P014_S001.h5,P014_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P014_S001_p4,presentation,True,73102,73216,0.9984429632867132,0.0019561708904802,True,1.0,1.0,False,False,False,False,0.061087206071816,0.0876368778142811,0.262763500213623,0.5052349472045905,True,True,PASS,False,True,True,NOT_IMPLICATED,8,8,8,3,3,4,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P016,S001,2,6,P016_S001_p2,28 days later,28_days_later,emostim_28_days_later,EmoStim,B,Fear,172.0,349.0,521.0,172.0,False,S001_quadrant_B_pos2.h5,True,True,quadrant,False,True,3.0,4.0,2.0,2,2,"before=1,after=1",True,True,True,True,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,clean_P016_S001.h5,P016_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P016_S001_p2,presentation,True,87945,88064,0.9986487100290696,0.0019557567939045,True,1.0,1.0,False,False,False,False,0.0320705723254152,0.0867948481793993,0.1513595581054687,0.3416536113619804,True,True,PASS,False,True,True,NOT_IMPLICATED,7,3,5,3,4,2,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P016,S001,3,10,P016_S001_p3,The Champ,the_champ,filmstim_the_champ,FilmStim,C,Sadness,181.0,654.0,835.0,181.0,False,S001_quadrant_C_pos3.h5,True,True,quadrant,False,True,2.0,6.0,1.0,2,2,"before=1,after=1",True,True,True,True,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,clean_P016_S001.h5,P016_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P016_S001_p3,presentation,True,92547,92672,0.9986511567679558,0.0019557567939045,True,1.0,1.0,False,False,False,False,0.0406722668667516,0.0660340863033851,0.2475361824035644,0.3352972865104672,True,True,PASS,False,True,True,NOT_IMPLICATED,7,4,4,2,6,1,0.0,0,0,1.0,1,1,0,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P016,S001,4,14,P016_S001_p4,Mr. Bean,mr._bean,emostim_mr._bean,EmoStim,A,Fun,159.0,968.0,1127.0,159.0,False,S001_quadrant_A_pos4.h5,True,True,quadrant,False,True,8.0,7.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P016_ses-S001_task-Default_run-001_eeg.xdf,clean_P016_S001.h5,P016_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P016_S001_p4,presentation,True,81299,81408,0.9986610652515724,0.0019557567939045,True,1.0,1.0,False,False,False,False,0.0394479375659428,0.0644279421262756,0.1652088165283203,0.3363536202907563,True,True,PASS,False,True,True,NOT_IMPLICATED,7,5,5,8,7,4,1.0,1,1,1.0,1,1,1,1,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
DEJA-VU,Cohort_B_Paired_EEG_EMG_Strict,P017,S001,2,6,P017_S001_p2,Dangerous Minds,dangerous_minds,"emostim,_filmstim_dangerous_minds","EmoStim, FilmStim",C,Sadness,143.0,349.0,492.0,143.0,False,S001_quadrant_C_pos2.h5,True,True,quadrant,False,True,4.0,4.0,4.0,2,2,"before=1,after=1",True,True,True,True,sub-P017_ses-S001_task-Default_run-001_eeg.xdf,clean_P017_S001.h5,P017_S001,journey:1;videos:1;video_mappings:1;ratings:2,False,,P017_S001_p2,presentation,True,73116,73216,0.9986341783216784,0.0019558061030693,True,1.0,1.0,False,False,False,False,0.0497827383589418,0.1024856084629143,0.2991087436676025,0.3811591684818269,True,True,PASS,False,True,True,NOT_IMPLICATED,6,4,4,4,4,4,0.0,0,0,0.0,0,0,0,0,True,True,after_only;discard_midpoint;score_lt_5=low;score_eq_5=missing;score_gt_5=high
